Name,BSE Code,NSE Code,Industry,Current Price,Filter,Filter52wLow,Up from 52w low,Low price,High price,Sales,Net profit,Market Capitalization,Debt to equity,Average return on equity 3Years,ROCE3yr avg,Average dividend payout 3years,Price to Earning,Historical PE 5Years,PEG Ratio,OPM,Interest Coverage Ratio,Enterprise Value,Net worth,Reserves,Return on assets 3years,Price to book value,Price to Cash Flow,Price to Sales,EVEBITDA,Dividend Payout Ratio,Dividend yield,Current ratio,Sales growth 5Years,Profit growth 5Years,Pledged percentage,Promoter holding,Piotroski score
Glaxosmi. Pharma,500660,GLAXO,Pharmaceuticals - Multinational,1380.45,0,0,22.16,1130.00,1544.95,3180.90,450.23,23385.66,0.00,17.04,26.25,79.78,52.79,75.12,-19.62,19.23,538.70,22230.91,2142.42,1973.01,14.96,10.92,58.31,7.35,29.81,79.65,1.45,1.41,4.21,-2.69,0.00,75.00,5.00
GlaxoSmith C H L,500676,GSKCONS,Food - Processing - MNC,8551.45,0,0,35.52,6310.00,8975.00,4869.19,1030.44,35967.40,0.00,23.26,35.77,44.94,34.90,37.03,4.47,24.46,690.60,31870.06,4094.72,4052.66,21.72,8.78,53.65,7.39,19.27,44.94,1.23,2.94,-0.36,7.80,0.00,72.46,8.00
Glenmark Pharma.,532296,GLENMARK,Pharmaceuticals - Indian - Bulk Drugs & Formln,319.70,0,0,0.92,316.80,706.90,10022.74,801.32,9021.72,0.79,19.47,16.81,6.07,12.96,37.65,1.51,15.77,3.77,12532.62,5605.19,5576.97,10.10,1.61,6.81,0.90,7.58,6.10,0.63,2.40,10.44,8.59,0.00,46.58,5.00
GMR Infra.,532754,GMRINFRA,Engineering - Turnkey Services,16.35,0,0,26.25,12.95,21.35,7827.74,-3650.94,9868.77,,-33.60,6.13,0.00,,2185.00,,19.99,0.59,35813.78,-718.52,-1322.11,-3.74,,4.81,1.26,12.93,0.00,0.00,1.02,-7.03,1.28,73.88,63.54,5.00
Godfrey Phillips,500163,GODFRYPHLP,Cigarettes,954.35,0,0,49.06,640.25,1209.90,2699.66,299.11,4962.04,0.02,9.03,12.97,24.55,16.59,27.28,9.37,17.80,57.42,4975.13,1896.28,1885.88,8.43,2.62,14.12,1.84,8.78,17.26,0.84,1.09,0.00,1.77,0.00,72.19,8.00
Godrej Agrovet,540743,GODREJAGRO,Food - Processing - Indian,478.40,1,0,13.45,421.70,564.55,6088.96,324.80,9187.28,0.24,18.79,21.80,32.48,36.96,41.55,3.83,7.51,11.64,9555.38,1648.98,1456.95,10.43,5.57,20.51,1.51,18.07,26.26,0.94,1.06,13.60,9.64,0.00,68.95,5.00
Godrej Consumer,532424,GODREJCP,Personal Care - Indian,680.00,1,0,18.26,575.00,849.90,10184.49,2344.09,69517.11,0.47,28.29,21.10,44.42,33.34,42.80,1.43,20.90,8.87,72004.44,7266.92,7164.70,16.19,9.57,40.21,6.83,32.31,52.39,1.76,1.45,6.30,23.34,0.00,63.25,6.00
Godrej Inds.,500164,GODREJIND,Chemicals,406.95,0,0,2.77,396.00,561.05,10862.46,614.07,13692.48,1.66,8.49,10.11,15.64,25.23,48.52,1.85,6.34,3.08,19939.61,4346.44,4312.80,2.35,3.15,10.99,1.26,11.33,6.56,0.28,1.80,7.39,13.67,0.00,61.33,8.00
Godrej Propert.,533150,GODREJPROP,Construction,983.25,0,0,113.56,460.40,1119.60,2453.03,308.73,24780.20,1.42,7.26,5.80,0.00,80.26,64.95,6.59,8.76,2.86,27953.44,2480.36,2354.35,2.37,10.04,51.83,10.10,41.76,0.00,0.00,2.37,19.03,12.18,0.00,64.45,8.00
Granules India,532482,GRANULES,Pharmaceuticals - Indian - Bulk Drugs,104.85,0,0,32.72,79.00,120.40,2421.24,267.86,2665.79,0.65,16.14,14.68,14.14,9.95,16.57,0.39,17.76,13.68,3567.93,1529.47,1504.05,9.36,1.74,10.16,1.10,7.09,10.75,0.95,2.56,16.03,25.69,43.40,42.90,7.00
Graphite India,509488,GRAPHITE,Electrodes - Graphites,283.70,1,0,11.19,255.15,1062.00,6860.00,2659.00,5543.50,0.07,55.56,74.55,39.77,2.04,18.92,0.02,56.53,270.20,5495.24,5350.50,5311.50,40.75,1.04,2.39,0.81,1.34,31.65,19.39,2.93,31.36,97.22,0.00,65.22,8.00
Grasim Inds,500300,GRASIM,Textiles - Manmade,693.15,0,0,1.93,680.05,1003.90,75072.55,1886.42,45586.59,1.47,6.93,11.69,16.43,11.72,20.04,1.09,22.61,2.37,125610.53,55770.23,55638.70,3.41,0.82,-18.57,0.61,6.91,25.98,1.01,1.40,20.83,10.77,0.00,40.15,4.00
Greaves Cotton,501455,GREAVESCOT,Engines,141.80,0,0,27.69,111.05,157.25,2006.50,167.63,3462.85,0.00,17.67,25.38,66.11,19.52,23.98,2.78,13.58,76.66,3420.49,969.16,920.32,17.56,3.57,20.99,1.73,10.90,57.70,2.82,1.26,2.95,7.01,0.00,51.90,5.00
Grindwell Norton,506076,GRINDWELL,Abrasives And Grinding Wheels,599.75,0,0,27.48,470.45,672.00,1628.30,166.70,6640.43,0.00,14.70,22.53,37.93,39.83,34.72,2.98,16.74,114.89,6406.31,1097.92,1042.56,14.10,6.05,78.53,4.08,20.63,39.72,1.00,2.61,10.60,13.36,0.00,58.32,6.00
GRUH Finance,511288,GRUH,Finance - Housing,260.35,0,0,27.25,204.60,335.40,2109.67,447.73,19111.37,8.73,28.44,11.12,27.40,42.69,43.86,2.09,94.99,1.44,34480.40,1891.44,1744.70,2.61,10.10,-13.35,9.06,17.20,32.81,0.77,5.37,19.10,20.42,0.00,47.43,5.00
Guj Alkalies,530001,GUJALKALI,Chlor Alkali / Soda Ash,445.85,0,0,20.50,370.00,629.65,3157.10,665.37,3274.32,0.06,13.88,18.34,9.79,4.92,7.14,0.16,34.20,47.84,3250.77,4296.66,4223.22,12.27,0.76,3.91,1.04,2.83,8.52,1.79,1.72,10.77,30.07,0.00,46.28,9.00
Guj Pipavav Port,533248,GPPL,Miscellaneous,84.25,0,0,13.85,74.00,110.00,703.58,214.96,4072.98,0.00,10.85,16.19,79.54,18.95,31.97,5.90,56.59,171.76,3539.27,2021.01,1537.57,10.45,2.02,13.77,5.79,7.85,82.28,4.15,1.79,6.27,3.21,0.00,43.01,8.00
Guj.St.Petronet,532702,GSPL,Miscellaneous,210.15,0,0,41.37,148.65,230.00,1998.41,856.35,11853.53,0.41,13.55,16.44,15.33,13.84,15.48,1.01,80.10,7.07,14061.22,5743.91,5179.90,9.79,2.06,10.89,5.93,8.46,14.19,0.95,0.69,12.31,13.66,0.00,37.64,5.00
Gujarat Gas,539336,GUJGASLTD,Miscellaneous,171.65,0,0,49.26,115.00,195.00,8603.89,529.33,11816.22,1.01,17.82,16.47,18.08,21.81,38.11,0.31,13.98,4.95,13720.17,2183.99,2046.31,7.58,5.41,12.36,1.37,10.74,16.51,0.58,0.40,-0.11,71.10,0.00,60.89,8.00
Gulf Oil Lubric.,538567,GULFOILLUB,Chemicals,850.35,,0,37.60,618.00,917.90,1756.12,186.38,4258.92,0.48,36.64,38.47,33.67,22.85,29.03,0.04,16.88,21.37,4249.43,586.74,576.78,23.82,7.26,250.01,2.43,12.97,32.21,1.34,3.08,,607.96,0.00,72.73,4.00
H D F C,500010,HDFC,Finance - Housing,1995.65,0,0,21.35,1644.50,2357.85,95693.52,16231.76,344587.91,3.46,16.84,10.76,25.38,21.23,21.69,1.38,45.85,1.75,726806.47,111733.14,111388.85,2.98,3.08,-7.78,3.60,14.04,22.27,1.05,0.13,18.62,15.35,0.00,0.00,6.00
H F C L,500183,HFCL,Telecommunications - Equipment,17.50,0,0,2.94,17.00,25.30,4536.38,229.01,2247.66,0.38,13.63,16.85,3.91,9.81,13.24,2.13,8.73,5.16,2663.65,1436.07,1307.63,9.35,1.56,-137.31,0.50,5.77,6.92,0.57,2.28,16.68,4.60,68.78,38.12,3.00
H P C L,500104,HINDPETRO,Refineries,309.45,1,0,89.85,163.00,333.50,278557.07,5120.40,47154.69,0.97,27.64,21.99,43.35,9.21,7.70,0.33,3.55,11.76,74298.78,28174.43,26650.61,13.47,1.67,5.58,0.17,6.27,40.20,5.14,0.79,4.26,27.53,0.00,51.11,6.00
H U D C O,540530,HUDCO,Finance - Housing,33.55,0,0,16.90,28.70,47.80,5816.78,1182.45,6716.37,5.46,10.41,8.64,12.66,5.68,10.37,0.57,91.77,1.54,66224.29,10955.77,8953.87,2.22,0.61,-0.29,1.15,12.30,13.99,2.46,0.64,13.39,9.97,0.00,89.81,5.00
Hathway Cable,533162,HATHWAY,Entertainment / Electronic Media Software,20.95,0,0,19.37,17.55,38.60,1558.29,-187.57,3708.37,0.54,-2.17,-0.51,0.00,18.19,0.00,0.58,17.61,-0.05,5528.43,3639.51,3285.49,-1.94,1.02,15.06,2.38,16.17,0.00,0.00,1.27,-0.31,31.31,0.00,94.09,6.00
Havells India,517354,HAVELLS,Electric Equipment,709.55,1,0,29.08,549.70,806.90,10173.25,755.03,44403.84,0.02,19.49,27.54,37.08,58.81,43.35,5.64,11.36,62.68,43213.51,4242.56,4179.98,18.61,10.47,86.64,4.36,33.41,35.56,0.63,1.36,16.63,10.43,0.00,59.52,5.00
HCL Technologies,532281,HCLTECH,Computers - Software - Large,1059.55,1,0,15.17,920.00,1190.00,62976.00,9919.00,143717.49,0.10,26.21,31.79,23.19,14.49,15.45,0.72,22.64,52.81,140040.49,41366.26,41095.00,24.56,3.47,16.02,2.28,9.30,10.71,0.75,2.56,18.76,20.01,0.00,60.00,5.00
HDFC AMC,541729,HDFCAMC,Finance & Investments,2744.65,,0,119.57,1250.00,2975.00,1948.34,1017.13,58353.96,0.00,37.88,55.86,48.09,57.37,35.04,,68.49,660.38,58321.97,3070.73,2964.43,38.45,19.00,65.26,29.95,38.01,54.82,0.87,1.62,,,0.00,82.71,5.00
HDFC Bank,500180,HDFCBANK,Banks - Private Sector,1248.80,0,0,32.54,942.20,1285.00,103814.66,22044.86,683189.00,6.97,17.32,7.51,19.35,30.99,25.72,1.55,65.53,1.64,1642067.41,149208.25,148661.69,1.92,4.58,-12.19,6.58,18.92,19.38,0.60,2.37,19.20,19.98,0.00,21.31,4.00
HDFC Life Insur.,540777,HDFCLIFE,Finance & Investments,598.20,1,0,73.69,344.40,609.00,40084.36,1321.24,120697.14,0.00,25.33,30.28,25.02,91.35,71.14,7.63,2.05,,119457.32,5658.37,3640.88,1.10,21.34,12.23,3.01,89.73,25.75,0.27,0.79,17.45,11.98,0.00,74.49,6.00
HEG,509631,HEG,Electrodes - Graphites,967.25,1,0,10.75,873.35,4955.00,5821.95,2514.54,3733.15,0.18,80.96,94.24,13.23,1.48,11.97,0.02,65.58,161.38,3842.19,3719.00,3680.40,49.52,1.00,2.51,0.64,0.97,10.12,8.27,4.87,35.06,96.11,0.00,61.24,7.00
Heidelberg Cem.,500292,HEIDELBERG,Cement - North India,185.55,0,0,52.72,121.50,217.60,2182.37,248.57,4204.81,0.44,14.09,17.49,47.70,16.92,33.47,0.34,23.90,6.29,4383.96,1171.19,944.57,8.09,3.59,10.70,1.93,7.81,41.08,2.16,0.97,12.03,49.40,0.00,69.39,9.00
Heritage Foods,519552,HERITGFOOD,Food - Processing - Indian,379.35,0,0,21.49,312.25,579.45,2594.40,80.66,1760.11,0.37,22.28,24.49,9.85,21.78,25.00,1.73,-4.62,6.87,1984.72,802.56,779.36,19.20,2.19,11.90,0.68,10.24,11.40,0.53,1.24,7.87,12.61,0.00,39.90,7.00
Hero Motocorp,500182,HEROMOTOCO,Automobiles - Motorcycles / Mopeds,2688.35,1,0,20.79,2225.60,3382.70,32870.99,3733.04,53693.58,0.00,30.94,44.18,50.97,16.57,20.36,1.43,14.33,443.39,53557.12,12857.12,12817.17,31.02,4.18,54.84,1.63,9.73,51.34,3.24,1.06,5.89,11.55,0.00,34.63,5.00
Hexaware Tech.,532129,HEXAWARE,Computers - Software - Medium / Small,376.25,1,0,27.85,294.30,460.00,5034.40,585.41,11224.96,0.07,26.53,34.14,35.57,18.74,18.01,2.08,15.78,717.20,10570.31,2539.82,2480.22,26.13,4.42,20.45,2.23,13.12,43.32,2.25,1.42,15.25,9.01,0.00,62.52,5.00
Himadri Specialt,500184,HSCL,Chemicals,78.65,0,0,27.27,61.80,147.15,2295.57,303.88,3292.37,0.28,16.45,19.36,2.97,10.83,21.20,0.20,22.07,7.48,3722.26,1677.23,1635.37,10.31,1.96,6.98,1.43,6.93,2.04,0.19,1.65,11.78,53.70,0.00,48.93,6.00
Himatsing. Seide,514043,HIMATSEIDE,Textiles - Products,137.70,0,0,14.65,120.10,281.00,2674.59,197.51,1355.79,1.96,16.47,13.20,16.91,6.86,13.30,0.28,21.16,2.81,3894.95,1421.06,1371.83,6.30,0.95,2.83,0.51,6.62,25.01,3.63,2.78,5.24,24.26,0.00,47.57,6.00
Hind. Unilever,500696,HINDUNILVR,Personal Care - Multinational,1990.30,1,0,34.73,1477.20,2101.50,38851.00,6262.00,430862.54,0.00,77.26,108.70,81.00,67.59,47.93,5.64,23.25,202.18,427174.54,7659.00,7443.00,64.58,56.26,75.22,11.09,44.00,78.73,1.10,1.08,6.41,11.98,0.00,67.18,8.00
Hind.Aeronautics,541154,HAL,Engineering,694.70,,0,15.16,603.25,948.00,20371.80,2488.04,23229.90,0.39,20.89,28.84,37.91,9.73,14.71,,23.37,16.85,27316.16,10848.52,10514.13,9.60,2.14,-3.11,1.14,5.39,29.01,2.85,1.55,,,0.00,89.97,6.00
Hind.Copper,513599,HINDCOPPER,Mining / Minerals / Metals,33.80,0,0,21.36,27.85,53.75,1702.43,131.45,3127.24,0.66,6.34,8.67,30.66,23.79,74.96,-1.94,28.77,5.52,4186.52,1631.12,1168.51,4.25,1.92,12.39,1.84,7.85,33.06,1.54,2.46,4.06,-12.25,0.00,76.05,8.00
Hind.Zinc,500188,HINDZINC,Mining / Minerals / Metals,213.95,1,0,10.85,193.00,299.00,20795.00,7803.00,90400.70,0.08,23.96,29.04,97.34,11.59,11.58,2.38,50.19,78.78,92915.70,33605.00,32760.00,21.47,2.69,10.29,4.35,7.52,106.21,9.35,0.84,9.14,4.86,0.00,64.92,4.00
Hindalco Inds.,500440,HINDALCO,Aluminium and Aluminium Products,189.75,0,0,10.90,171.10,259.75,130542.25,5495.67,42616.41,0.91,8.20,9.64,7.46,7.69,17.20,0.38,11.93,3.16,85244.86,57497.84,57275.45,3.50,0.74,3.56,0.33,5.10,5.10,0.63,1.41,8.28,20.27,0.00,34.66,9.00
Honeywell Auto,517174,HONAUT,Electronics - Components,28130.40,0,0,56.45,17980.00,29499.00,3261.40,381.23,24867.27,0.00,19.61,31.66,9.21,65.23,55.96,1.97,16.67,105.64,23642.75,1747.46,1738.62,18.92,14.23,80.17,7.62,38.35,11.09,0.16,2.34,13.21,33.04,0.00,75.00,8.00
I D F C,532659,IDFC,Finance & Investments,32.50,0,0,4.84,31.00,48.10,355.53,-839.18,5188.16,0.00,2.77,5.42,6.49,,12.12,,-237.47,-144.01,4924.14,10384.81,8788.45,-0.89,0.50,1.75,14.59,-7.22,0.00,0.00,5.68,-47.34,,0.00,0.00,4.00
I O B,532388,IOB,Banks - Public Sector,9.55,0,0,9.14,8.75,15.80,17719.05,-3160.52,8730.27,13.98,-31.27,2.90,0.00,,10.80,,19.98,0.59,206518.89,16359.88,7218.23,-1.84,0.53,-11.11,0.49,28.14,0.00,0.00,9.49,-4.91,,0.00,92.52,4.00
I O C L,530965,IOC,Refineries,148.55,1,0,41.14,105.25,170.75,530738.53,14033.77,139847.33,0.86,18.75,19.27,61.31,9.97,10.67,0.42,5.79,4.83,235547.69,112702.36,103288.20,10.90,1.24,9.90,0.26,6.74,48.87,6.07,1.01,1.58,23.89,0.00,52.18,5.00
I T D C,532189,ITDC,Hotels,226.15,0,0,49.22,151.55,351.00,336.60,35.76,1939.67,0.00,4.48,6.50,77.37,78.12,135.32,3.51,6.91,36.90,1650.03,355.58,269.81,3.78,5.45,-67.47,5.76,36.55,42.72,0.93,2.32,-4.40,22.26,0.00,87.03,7.00
ICICI Bank,532174,ICICIBANK,Banks - Private Sector,424.60,0,0,44.03,294.80,458.65,84352.60,6763.05,274273.97,7.80,6.94,5.37,13.98,40.55,23.91,-2.35,0.36,1.52,1078524.13,114250.00,112959.27,0.76,2.40,5.64,3.25,33.28,15.15,0.24,2.41,7.79,-17.22,0.00,0.00,6.00
ICICI Lombard,540716,ICICIGI,Miscellaneous,1203.20,0,0,88.35,638.80,1285.35,9629.86,1069.78,54676.84,0.09,16.08,21.19,23.18,51.11,43.28,5.83,6.24,,54760.19,5439.67,4985.26,13.15,10.05,18.37,5.68,33.59,25.98,0.50,0.36,13.99,8.77,0.00,55.86,6.00
ICICI Pru Life,540133,ICICIPRULI,Finance & Investments,466.85,0,0,68.33,277.35,471.70,41878.89,1143.95,67032.17,0.00,23.43,25.87,53.91,58.60,37.84,-9.61,1.27,,66371.15,7301.57,5865.73,1.17,9.18,5.89,1.60,51.94,39.65,0.67,0.89,13.63,-6.10,0.00,74.98,5.00
ICICI Sec,541179,ISEC,Finance & Investments,277.80,,0,47.77,188.00,310.00,1658.17,470.69,8949.09,0.43,,,51.42,19.01,15.89,,46.42,16.52,6252.29,1047.27,886.20,353.68,8.55,3.91,5.40,7.77,61.71,3.38,1.55,,,0.00,79.22,4.00
IDBI Bank,500116,IDBI,Banks - Private Sector,30.55,0,0,29.72,23.55,65.80,21402.79,-16507.25,23634.38,7.25,-37.88,1.09,0.00,,11.50,,-55.44,-0.53,275060.12,37611.69,29875.40,-2.90,0.63,-0.69,1.10,-32.84,0.00,0.00,6.94,-3.66,,0.00,97.46,2.00
IDFC First Bank,539437,IDFCFIRSTB,Banks - Private Sector,38.65,0,0,18.20,32.70,56.90,13420.15,-2743.09,18485.39,7.74,-0.13,6.27,12.09,,24.93,,51.47,0.80,149381.01,18160.07,13377.59,0.16,1.02,1.07,1.38,18.87,-18.45,1.94,2.49,,,0.00,40.00,4.00
IFB Inds.,505726,IFBIND,Domestic Appliances,662.20,0,0,18.38,559.40,1044.70,2618.76,70.11,2683.23,0.02,12.48,17.04,0.00,47.30,44.21,2.00,4.56,12.13,2602.42,620.65,579.37,11.10,4.32,53.86,1.02,19.40,0.00,0.00,1.45,20.00,23.69,0.00,74.96,6.00
IFCI,500106,IFCI,Finance - Term-Lending Institutions,6.95,0,0,1.46,6.85,15.35,1995.93,-113.43,1178.72,3.81,-3.88,6.00,0.00,,10.22,,82.57,1.14,16332.77,4225.30,2529.31,-0.88,0.28,2.74,0.59,8.44,0.00,0.00,1.54,-5.82,,0.00,56.42,5.00
Indbull.RealEst.,532832,IBREALEST,Construction,43.65,0,0,0.00,43.65,151.00,4969.62,267.57,1984.61,1.50,26.18,15.91,0.00,5.92,8.79,0.34,20.63,2.48,7231.17,2950.91,2859.98,8.15,0.50,-1.71,0.40,5.50,0.00,0.00,2.17,23.28,17.44,0.00,23.36,4.00
India Cements,530005,INDIACEM,Cement - South India,80.60,0,0,18.97,67.75,116.95,5770.37,21.06,2497.77,0.65,1.63,5.88,58.06,125.33,69.84,7.22,10.84,1.13,5890.45,5245.98,4936.08,0.99,0.48,8.92,0.43,8.91,117.71,0.99,0.98,2.57,17.35,27.22,28.21,5.00
Indiabulls Hous.,535789,IBULHSGFIN,Finance - Housing,267.60,0,0,18.59,225.65,1003.90,16557.97,3837.34,11441.88,6.42,27.19,12.01,42.02,2.98,11.54,0.14,89.63,1.54,102576.83,16482.15,16396.64,3.39,0.69,0.54,0.69,6.78,41.79,14.94,2.40,23.64,21.19,0.00,21.52,6.00
Indiabulls Integ,533520,IBULISL,Trading,122.95,0,0,59.68,77.00,471.25,195.98,-128.62,1098.26,0.24,-2.83,1.94,53.10,,74.61,,-103.60,-1.12,1428.88,1433.11,1415.24,-1.43,0.77,-6.29,5.60,-61.06,0.00,0.00,4.44,-9.15,,0.00,43.25,2.00
Indiabulls Vent.,532960,IBVENTURES,Finance & Investments,111.50,0,0,0.09,111.40,510.00,2352.19,481.16,6820.85,1.28,13.33,11.48,21.93,14.18,21.67,0.41,60.96,1.94,12716.50,6425.97,6312.48,4.37,1.06,-0.97,2.90,8.81,12.36,0.83,3.25,47.70,34.78,0.00,36.57,5.00
Indian Bank,532814,INDIANB,Banks - Public Sector,118.20,0,0,4.93,112.65,292.70,19630.23,478.01,5809.94,13.11,5.60,5.33,6.83,12.15,13.98,-0.54,56.50,1.05,240003.05,19399.93,18908.40,0.45,0.30,0.39,0.30,18.14,0.00,0.00,4.62,4.70,-22.55,0.00,79.62,5.00
Indian Energy Ex,540750,IEX,Finance & Investments,120.85,1,1,7.90,112.00,178.00,247.66,162.73,3620.14,0.00,46.49,68.78,55.33,22.25,34.05,1.71,79.85,187.39,3552.52,369.90,340.08,44.84,9.78,26.19,14.62,14.82,2.24,0.10,0.35,11.02,13.01,0.00,0.00,6.00
Indian Hotels,500850,INDHOTEL,Hotels,153.35,0,0,40.30,109.30,164.30,4552.30,277.22,18237.28,0.53,2.72,7.06,4.37,64.20,58.07,1.97,19.61,2.84,20322.32,4348.00,4229.07,1.21,4.19,25.64,4.01,20.36,20.73,0.33,0.58,2.10,32.51,0.00,39.09,8.00
Indostar Capital,541336,INDOSTAR,Finance & Investments,207.85,0,0,1.39,205.00,442.85,1399.56,256.40,1917.78,2.97,10.44,10.86,2.55,7.48,15.94,,77.54,1.57,9734.30,3006.29,2914.03,3.37,0.64,-0.92,1.37,8.97,7.66,0.96,3.28,,,0.00,60.74,2.00
Indraprastha Gas,532514,IGL,Miscellaneous,350.15,1,0,62.71,215.20,372.35,6050.55,829.13,24510.53,0.00,20.02,30.58,21.02,29.56,21.05,1.91,21.77,404.30,23903.44,4129.85,3989.85,20.01,5.93,21.18,4.05,16.20,21.36,0.69,0.54,8.05,15.48,0.00,45.00,6.00
IndusInd Bank,532187,INDUSINDBK,Banks - Private Sector,1298.05,0,0,9.26,1188.05,1835.00,24154.37,3697.88,89950.48,9.08,14.66,7.91,12.90,24.32,27.21,1.31,58.61,1.38,317356.11,26675.24,26072.10,1.71,3.37,-14.08,3.72,15.74,13.69,0.50,3.31,21.95,18.59,26.33,13.05,3.00
Infibeam Avenues,539807,INFIBEAM,Computers - Software - Medium / Small,39.95,0,0,45.27,27.50,80.55,1159.07,127.03,2650.25,0.01,4.28,5.47,1.72,30.24,76.46,0.76,15.11,17.38,2557.76,2767.25,2700.91,4.54,0.96,8.60,2.29,13.16,2.18,0.00,2.11,41.09,40.00,21.05,35.65,5.00
Info Edg.(India),532777,NAUKRI,Miscellaneous,2064.00,0,0,57.48,1310.65,2443.90,1150.93,603.65,25246.06,0.00,4.67,7.31,-68.37,308.67,165.10,-467.68,0.76,12.91,24986.55,2542.59,2420.58,4.35,9.93,91.57,21.94,221.81,12.13,0.29,2.52,15.20,-0.66,0.00,40.61,5.00
Infosys,500209,INFY,Computers - Software - Large,793.55,1,0,32.29,599.85,847.40,85351.00,15591.00,338787.96,0.00,22.95,30.71,53.56,21.80,19.41,2.93,24.16,530.08,319219.96,56480.00,54343.00,22.86,6.00,22.83,3.97,13.61,60.58,2.76,2.08,10.52,7.45,0.00,13.15,4.00
Inox Leisure,532706,INOXLEISUR,Entertainment / Electronic Media Software,328.95,0,0,75.07,187.90,383.40,1770.25,123.49,3383.51,0.11,15.02,16.12,0.00,26.64,42.69,0.89,21.18,3.79,3480.38,963.88,861.25,9.44,3.51,12.09,1.91,8.92,0.00,0.00,0.65,14.48,30.05,0.00,51.89,7.00
Inox Wind,539083,INOXWIND,Electric Equipment,32.25,0,0,4.71,30.80,99.80,1266.58,-64.19,715.69,0.66,1.25,5.66,0.00,,12.47,,9.76,0.42,1885.45,1964.87,1742.95,0.57,0.36,4.87,0.57,13.27,0.00,0.00,2.10,-1.72,,0.00,75.00,6.00
Intellect Design,538835,INTELLECT,Computers - Software - Medium / Small,178.35,0,0,18.07,151.05,292.00,1493.50,91.22,2357.86,0.13,4.27,5.26,0.00,27.44,-10.70,,7.79,8.71,2409.26,1019.81,953.85,2.66,2.31,-46.84,1.58,15.36,0.00,0.00,1.75,,,0.00,31.47,6.00
Interglobe Aviat,539448,INDIGO,Transport - Airlines,1869.90,,0,170.61,691.00,1911.00,31404.86,1328.82,71926.98,0.35,20.83,23.61,69.15,54.13,103.16,,7.42,2.50,65749.79,6939.14,6554.50,9.92,10.36,22.76,2.29,17.70,123.10,0.27,1.42,20.72,,0.00,74.89,7.00
Ipca Labs.,524494,IPCALAB,Pharmaceuticals - Indian - Bulk Drugs & Formln,894.85,0,0,51.64,590.10,1046.00,3790.23,521.44,11306.62,0.14,10.94,11.69,6.82,21.68,39.61,-18.69,20.43,36.89,11491.02,3136.66,3111.39,8.55,3.60,23.23,2.98,13.77,8.33,0.34,2.44,2.19,-1.16,0.00,46.07,8.00
IRB Infra.Devl.,532947,IRB,Construction,71.60,0,0,6.07,67.50,169.50,6942.11,806.49,2516.38,2.63,14.43,11.92,18.00,3.12,10.75,0.24,43.88,2.17,17555.55,6315.15,5963.70,2.02,0.40,0.93,0.36,5.41,10.34,3.49,0.80,12.44,12.91,0.25,57.53,7.00
Ircon Intl.,541956,IRCON,Construction,366.85,0,0,10.07,333.30,471.00,4831.80,423.16,3450.28,0.78,10.02,10.70,65.14,8.15,8.51,-0.60,9.83,42.00,3594.07,3949.54,3855.49,5.59,0.87,-2.66,0.71,4.85,45.57,5.87,1.47,1.71,-13.64,0.00,89.18,2.00
ITC,500875,ITC,Cigarettes,255.90,1,1,9.34,234.05,310.00,46005.36,12819.58,314411.28,0.00,22.90,34.44,56.37,24.53,31.26,3.11,38.41,451.58,310653.68,57949.79,56723.93,22.82,5.43,26.76,6.83,15.25,56.55,2.24,1.45,6.24,7.89,0.00,0.00,6.00
ITD Cem,509496,ITDCEM,Construction,47.70,0,0,9.28,43.65,143.85,2558.02,42.64,819.43,0.52,11.69,20.81,8.69,19.22,36.72,0.35,9.37,1.75,1243.01,1020.87,1003.69,6.74,0.80,-6.11,0.32,4.69,8.39,0.84,1.84,15.73,55.56,0.00,46.64,4.00
ITI,523610,ITI,Telecommunications - Equipment,80.15,0,0,42.87,56.10,116.80,1640.71,28.83,7189.46,0.70,22.42,15.96,0.00,249.37,18.37,11.63,-2.54,1.26,8123.42,1793.70,896.70,7.83,4.01,-65.69,4.38,45.37,0.00,0.00,0.89,11.83,21.44,0.00,90.00,4.00
J & K Bank,532209,J&KBANK,Banks - Private Sector,32.25,0,0,3.70,31.10,65.95,7984.73,434.17,1795.87,13.92,-5.25,4.49,0.00,4.14,9.27,-0.24,53.83,1.15,88196.85,6626.10,6570.40,-0.44,0.27,-0.60,0.22,17.09,0.00,0.00,4.09,2.55,-17.04,0.00,59.23,6.00
J B Chem & Pharm,506943,JBCHEPHARM,Pharmaceuticals - Indian - Bulk Drugs & Formln,362.30,0,0,33.05,272.30,411.00,1546.15,199.14,2906.97,0.02,9.65,13.00,13.33,14.60,16.81,1.24,19.81,82.63,2912.00,1484.57,1468.52,9.17,1.96,15.18,1.88,8.14,22.04,1.38,2.26,9.43,11.82,0.00,56.02,9.00
J K Cements,532644,JKCEMENT,Cement - North India,1039.20,0,0,59.99,649.55,1150.00,5193.70,429.37,8029.72,0.82,14.36,14.61,23.59,18.70,28.25,0.68,18.55,3.83,9902.68,2892.81,2815.54,6.14,2.78,11.36,1.55,9.47,23.78,0.96,1.11,12.29,27.58,0.00,58.07,5.00
Jagran Prakashan,532705,JAGRAN,Entertainment / Electronic Media Software,63.20,0,0,7.12,59.00,128.95,2344.36,239.51,1873.32,0.22,14.24,20.29,33.06,7.82,16.10,2.08,21.81,13.11,2157.78,1875.71,1816.43,11.17,1.00,6.58,0.80,3.91,39.82,5.54,1.71,6.77,3.76,0.00,61.31,6.00
