,Details,Hospital & Pharma are in same category. Each multi-speciality hospital contributes revenue of approx 10 cr per month.,Apollo (India's largest chain of hospital). Includes pharmacy chain also. 10K beds in India.,IHH (parkway pantai - GleanEagles) acquired stake in it. Fortis Healthcare (India's second largest chain of hospitals). SRL Diagnostic also. 5K beds in India,"Narayana Hrudayalaya (Devi Shetty, 10% margin, lot of goodwill.)","Aster DM Healthcare (startup by Dr Azad Moopen, started as one clinic : TBB) : Big player in Gulf Corporation Council (GCC) and other countries. Diversified MNC footprint.  : 11 hospitals & 4K Beds in India... Outside : 7 hospitals, 668 beds, 96 clinics and 202 pharmacies"
,Units,20,10,2,3,5
Hospitals & Medical Services,Company,,HCG,Columbia Asia,Manipal Hospital,
,Details,Set - 2,HCG (domain is very narrow). Manipal is not listed.,small player. not listed.,small player. not listed.,
,Units,0,0,0,0,
Hotels,Company,,Indian Hotels,EIH,Mahindra Holidays,Lemon Tree Hotels
,Details,"Hospitality : Cox and kings, thomas cook, Jubilant Food also (check Misc). Tough competition. 10% profit margin.","Indian Hotels (Taj group of hotels, struggling to make profit from 2009 onwards). The loss is small percentage of *reserves* (cash). Hotel Count : 137, Total Rooms : 16K.",EIH (East India Hotels : Oberoi group company),"Mahindra Holidays (Club mahindra for time share basis, resorts in India and other countries)","Lemon Tree Hotels (medium segment leader in India, 3rd largest domestic player after Taj and Oberoi. ) : TBB"
,Units,20,10,3,5,2
Hotels,Company,,WestLife Development,ITDC,Barbeque Nation,Yum India
,Details,Hospitality : Set 2,WestLife Development (QSR - Quick Service Restaurant : McDonald Franchisor : South and West territory - Ajay Jatia. North and South is owned by Cannaught Place Restaurants - conflict with owner - Bakshi). Fight going on. No dividend for last 3 years. The parent company also looks confused with different business interest.,ITDC (India tourism development corporation) - Miniratna. The sale in ITDC has been stagnant for last 10 years - nearly same and it is loss making though it is giving reasonable dividend. Decided to drop it from Portfolio.  Sold everything on 27 Dec 2017.,"Barbeque Nation  (Buffet Dining Restaurant) : Upcoming IPO, Speciality Restaurant (Casual Dining Restaurant & Others)","Pizza Hut, KFC and Taco Bell : yum brands (Yum India .It is not listed in India). It is franchise of Ravi Jaipuria group that is also bottler for Pepsi (Varun Beverages). The company is RJ Corp. Promoter RJ Corp is a franchisee for Yum Restaurants-owned KFC and Pizza Hut, UK coffee chain Costa Coffee and Singapore-based tea salon firm TWG. It also owns the South Indian restaurant chain Vaango and ice-cream brand Cream Bell. Devyani International handles the brands. Varun Beverages is a bottler of RJ corp."
,Units,4,2,2,0,0
Infrastructure - General,Company,,Larsen & Toubro ,Adani Ports,Siemens India,ABB India
,Details,Infrastructure - General - Set 1. Very competitive landscape. Long term contracts. Poor margin of 8%,L & T (Larsen & Toubro) - Includes govt stake also.,"Adani Ports & Special Economic Zone (India's largest private multi-port operator.) Too many adani group listed companies. It is a cause of concern. Why 3 companies in power space? Adani enterprises, adani power, adani transmission, adani green energy. They are also planning to list adani gas etc.","Siemens India (German Major): Healthcare, Gas/Steam turbines, Wind Power, switchboards , Industrial Process Automation (Digital Factory), Rail business etc. Siemens competes with European rivals ABB (ABBN.S) and Schneider Electric (SCHN.PA) as well as Rockwell Automation (ROK.N) in the United States, which just rebuffed a takeover offer from Emerson Electric (EMR.N).",ABB India (Swedish Swiss MNC)
,Units,35,20,5,5,5
Infrastructure - General,Company,,BHEL,NBCC,Engineers India,Schneider Electric Infrastructure
,Details,Infrastructure - General - Set 2,"BHEL (Bharat Heavy Electricals Limited, Leader in Power Plant Equipments) - Maharatna",NBCC - Navaratna,Engineers India - Navaratna,Schneider Electric Infrastructure  (It is struggling in India with no dividend for last 5 years and same sale numbers and net profit is also not positive and trend is also not positive. Very irregular numbers.) Looks like it has not been run well.
,Units,15,5,5,5,0
Infrastructure - General,Company,,BEML,,,
,Details,Infrastructure - General - Set 3,BEML (Bharat Earth movers limited) : rack and coach for metro. Tatra truck for defense.,,,
,Units,2,2,,,
,,,,,,
Leather Products,Company,,Bata,Relaxo Footwear,Khadim,Liberty shoes
,Details,"Shoes ... dominated by bata, relaxo and mnc apart from regular retailers like Aditya Birla Fashion & Retail, Biyani's future lifestyle. Tata ? and Reliance Trends ?. Others like Mirza International (REDTAPE) - export oriented. ",Bata (MNC with a long history in shoes.),"Relaxo Footwear (Brands : Relaxo, FLITE, SPARX, BAHAMAS) decent footwear portfolio and great brand recall. Each brand endorsed by a different celebrity.","Khadim (TBB : review the performance, no dividend)","Liberty shoes (TBB : poor margins, poor ICR)"
,Units,10,5,5,0,0
Lubricants,Company,,Castrol,Gulf Oil,Tide Water Oil,
,Details,Should be clubbed with Oil and Gas companies. They also have lubricants. Do not invest in company's with either revenue less than 1K cr or 100 cr profit.,"Castrol (Global brand for grease, oil, lubricant etc owned by BP - British Petroleum). BP & Reliance JVs should ideally benefit it depending on Fuel Retail etc. Other major leading players in this area are Chevron, ExxonMobil, Royal Dutch Shell and Valvoline (cummins)",Gulf Oil,Tide Water Oil ( Brand : Veedol ),
,Units,2,2,0,0,
Machine Tools,,,,,,
Group 8,,,,,,
Media & Entertainment,Company,,ZEE Entertainment,Dish TV,PVR,Sun TV Network
,Details,,"ZEE Entertainment (3 listed companies: zee entertainment, zee media, dish tv for different purpose) The content is watched in 150 countries.","Dish TV (#1 DTH player, acquired videocon, Competes with Tata Sky- unlisted, Bharati Airtel is other operator. BigTv- DTH is strulling due to debt servicing.) approx 20% market share each for Take Sky and Airtel DTH. No dividend in last 3 years.","PVR (Best movie experience in India, largest number of screens : 700 screens, 160 properties, 60 cities). PVR became 7th largest cinema exhibitor in the world by number of admissions (100 millon) in a year after acquring Satyam Cinemas of South. Future plan : 1000 screens by 2020. Go to forum anyday, to experience the scale and experience. INOX is 2nd. It has close to 500 screens. ","Sun TV Network (Weakness: only south channels). Had newspaper, FM, DTH etc.IPL team for hyderabad. Management Risk - Political and doesn't have good business ethics (used cables of govt) for data transfer."
,PEP,,,,,Maran Family (DMK)
,Units,15,5,5,5,0
Metals - Non Ferrous,Company,,Hindustan Zinc,,,
,Details,,Hindustan Zinc,,,
,Units,5,5,,,
Mining & Minerals,Company,,Coal India ,Vedanta,NMDC,
,Details,,Coal India - Maharatna,"Vedanta (Cairn India (got unlisted) - Oil & Gas, Iron - Iron Ore, Zinc - Hindustan Zinc, Aluminium - BALCO, Copper, Power) etc)","NMDC (India's largest iron ore producer and exporter, Iron Ore : 30 mt : 3 fully machinsed mines : chattisgarh and karnataka, 1 fully machinised diamond mine : panna - MP) - CPSE NAVARATNA",
,Units,15,5,5,5,
Miscellaneous,Details,All the misc companies are covered in December month as so many good companies are present,,,,
Oil Drilling And Exploration,Company,,ONGC,GAIL,Petronet LNG,Oil India
,Details,low margin,ONGC (65% stake in MRPL - mangalore refinery and petroleum limited :15mt capacity)  - CPSE Maharatna,GAIL - CPSE Maharatna,"Petronet LNG (Import of LNG : Liquid Natural Gas and LNG Terminals) . It is a JV of GAIL, ONGC, IOCL and BPCL.  Each has 12.5% totalling 50% in it. ENGIE (Gazde France : French : Electric Utility : MNC : strategic partner) owns 10% in it. Public holds 40%. - Stake owned by CPSE Maharatna & Navaratna.",Oil India - CPSE NAVARATNA
,Units,16,5,4,4,3
Oil Drilling And Exploration,Company,,Indraprasath Gas,,,
,Details,low margin,"Indraprasath Gas Ltd. Jointly owned by GAIL and BPCL. 45%. CGD in Delhi, NCR, Noida, Kanpur, Pune etc",,,
,Units,5,5,,,
Packaging,Company,,Uflex,Essel Propack,Huhtamaki PPL,
,Details,,"Uflex (Flexible Packaging : global clients P&G, PepsiCo; Tata Global; Mondelez, L' Oreal, Britannia, Haldiram, Amul, Kimberly Clark, Ferro Rocher, Perfetti, GSK, Nestle, Agrotech Foods, Coca Cola, Wrigley, Johnson & Johnson among other) : Concern: low dividend","Essel Propack : Leader in tube packaging. oral (colgate, P&G, dabur, Vicco, Unilever - ?) and non-oral (emami, Shehnaz Hussain) : Concern : Looks good.","Huhtamaki PPL (Impressive client list that includes Britannia, Coca Cola, Ferrero, Glaxo Smithkline, Marico, Mondelez, Nestle, Pepsico, P&G, Unilever, etc) : Concern : less than 100 cr net profit.",
,Units,6,2,2,2,
Paints & Varnishes,Company,,Asian Paints,Kansai Nerolac,Berger Paints,Akzo Nobel
,Details,Profit margin is less.  Expenses are nearly equal to Income. Few companies operate in this segment. Market looks good. 4 of these controls 90% market. Nippon paint is unlisted and trying to enter India.,Asian Paints (Market leader in India in Paints). It has collaboration with PPG (World leader in paints) in Automative and Industrial. PPG-Asian Paints & Asian Paint-PPG also operate for Industrial and Automative.,"Kansai Nerolac (Japanese Major Kansai paints, decent market share and net sales, automobile paints for all major auto companies)",Berger Paints,Akzo Nobel (Dulux) Dutch giant. PPG tried to acquire it.
,Units,20,10,5,3,2
Paper,Company,,JK Paper,,,
,Details,,"JK Paper (Singhania group company. Includes J K Tyres, J K Lakshmi Cement etc) : everyday paper, books, binding, packaging, a4 sheet, cup, plate, bindi cover, pharma packaging, fmcg product : packaging and labelling, cigaratte pack, playing cards. NOTE: dropped it from portfolio on 24-July-2018. Not sure about future of paper industry. Some of the stuff can be replaced by computer/mobile. Some of the stuff can be mostly replaced by plastic or any other more durable alternative technologies.",,,
,Units,0,0,,,
Group 9,,,,,,
Personal Care,Company,,Hindustan Unilever,Colgate Palmolive India,Procter & Gamble,Gillette India
,Details,Personal Care - Set 1.,"HUL - Hindustan Unilever Limited (Axe, Cif, Cornetto, Dove, Knor, Lifebuoy, Lipton, Lux, Magnum, Pepsodent, Ponds, Sunsilk, Tresamme, Vaseline, Wheel, Breeze, Bru, Close-up, Domex, Fair & Lovely, Lakme, Pears, Rin, Pure It, Surf Excel, Vim, Annapurna, Brooke bond, Brylcream, clinic plus, elle 18, Hamam, Indulekha, Kissan, Kwality Walls, Liril, Rexona)","Colgate Palmolive India (Bought Cibaca and renamed Colgate Cibaca, Colgate Toothpaste, Colgate Toothbrush, Palmolive Soap, Palmolive Liquid shop, Palmolive Shaving cream)","P & G (Procter & Gamble Health & Hygiene. Global FMCG Giant. Big Family similar to HUL: Ambi pur, Gillete, Head & Shoulders, DuraCell, Ariel, Tide+, Olay, Oal-B, Pampers, Pantene, Whisper) : Share Price 7K",Gillette India (Share price: 4K)
,Units,30,20,2,6,2
Personal Care,Company,,Dabur,Marico,Emami,Godrej Consumer Products
,Details,Personal Care - Set 2.,"Dabur (Honey, Chayvanprash, Odomos, Pudin Hara, Glucose D, Hajmola, Red paste, Meswak, Amla Hair Oil, Vatika Hair Oil, Odonil,  Real Active juice, HOMMADE ginger and garlic paste, )","Marico (Saffola, Parachute, hair &care, livon, set wet, revive, mediker) etc)","Emami (Boro Plus, Navaratna Oil, Himani Fast Relief, Fair & Handsome, Sonai Chandi Chavyanprash, Zandu portfolio : Zandu Balm, Kesh King )","Godrej Consumer Products (Brands : Godrej, Hit, Cinthol etc) Godrej Properties, Godrej Consumer Products and Godrej AgroVat, Natures Basket is a subsidiary of Godrej Industries a holding company. All the other companies of Godrej like locks, fridge, Interio etc are owned by unlisted company Godrej & Boyce.)"
,Units,20,5,5,5,5
Pesticides & Agro Chemicals,Company,,Bayer CropScience,PI Industries,Rallis India,Monsanto India
,Details,,Bayer Cropscience (International Chemical Conglomerate Bayer AG. Global leader in pesticides after acquiring Monsanto) : Monsanto is still listed though it has been acquired by Bayer. Share price: 5k,"P I Industries (PI Industries, earlier known as Mewar Oil and General Mills) : diversified into the contract research and manufacturing business:  Pesticides & Insectisides : Agrochemicals) : Agri Science : Udaipur based company. sells a wide range of insecticides, herbicides and weedicides through a network of over 9,000 distributors. New JV with Kumiai Chemicals (Japan)",Rallis India (Subsidiary of Tata chemicals),Monsanto India (Global company). Bayer to Acquire Monsanto to create global leader in agriculture. Share Price : 2700
,Units,15,5,3,2,5
Petrochemicals,,,,,,
Pharmaceuticals,Company,,Cipla,Lupin,Sun Pharma ,Piramal Enterprises
,Details,"Pharma - Set 1. Hospital and Pharma is a same category. Competitive market, covered companies with approx 10 K Cr sales and good profit margin.",Cipla,Lupin,Sun Pharma (Acquired Ranbaxy also) Dilip Singhvi,"Piramal Enterprises (Pharma like i-can, i-know etc, Toy brand - acquired company Little - MRF's funskool is a closest listed competitor, Real Estate through Piramal Capital, Finance like Shriram Capital, Shriram City Union Finance and Shriram Transport Finance etc) : Ajay Piramal : Growth Oriented. Finace to overtake Pharma this year. 3K."
,Units,25,5,5,10,5
Pharmaceuticals,Company,,Dr. Reddy's Laboratories,Aurobindo Pharma,Glenmark Pharma,Cadila Healthcare
,Details,Pharma - Set 2.,Dr. Reddy's Laboratories,Aurobindo Pharma,Glenmark Pharma,"Cadila Healthcare, Zydus Cadilla, Zydus wellness (Subsidiary) : Sugarfree etc"
,Units,16,5,5,3,3
Pharmaceuticals,Company,,Glaxosmithkline Pharma,Sanofi India,Abbott India,Pfizer
,Details,Pharma - Set 3 (Other International biggies AstraZeneca and Merck etc are too small in India. Reckitt Bankiser - Dettol is not listed in India. Ranbaxy is owned by Sun Pharma.),GSK Pharma - acquired consumer healthcare JV of Novartis. GSK is a global MNC.,Sanofi India (International biggie : creating footprint),"Abott India (International biggie : creating footprint: Thyronorm, pediasure and ensure etc)",Pfizer (International biggie: creating footprint)
,Units,6,2,2,2,2
Pharmaceuticals,Company,,Biocon,LALPATHLAB,,
,Details,Pharma - Set 4,Biocon - leader in Biosimilars In India.,"Dr Lal Pathlabs (Only recognisable player in this segment). Used ticker symbol to avoid confusion with space, without space etc.",,
,Units,4,2,2,,
Plantations - Tea & Coffee,Company,,Tata Global Beverages,Tata Coffee,McLeod Russel,
,Details,,"Tata Global Beverages (Tata Tea, Himalyan Mineral Water - JV with Pepsi, 50:50 JV with Starbucks, Largest Shareholder in Tata Coffee)","Tata Coffee (subsidiary of Tata Global Beverages, Coffe Plantations and Resorts)",Largest tea plantation company with estates spread in Assam and WB. Acquired tea estates in other countries also. Both McLeod Russel (Williamson Magor Group) and Eveready group are owned by B M Khaitan group. Eveready has a tie up with McLeod Russel for Tej brand (packet tea).,
,Units,10,5,5,0,
Plastics,Company,,Supreme Industries,Nilkamal,VIP Industries,Jain Irrigation
,Details,"Plastic player : Astral, Finolex Industries and Price plastic revenues are around 1K only. PVC, CPVC, UPVC, HDPE. Input : Crude oil. Competitor : cement, iron etc Included diversified player like Supreme Industries and Jain Irrigation systems only.",Supreme Industries (complete plastic portfolio),"Nilkamal (Home furniture of plastics, world's largest manufacturer of moulded furniture and Asia's largest processor of plastic moulded products) : Share Price 2K","VIP Industries (world's second largest luggage maker, VIP, Alfa, Aristocrat, SkyBags, Caprese, Carlton) : High Brand Recall, Strong Distribution network.","Jain Irrrigation Systems  (leader in agri input and pipes, diversified player)"
,Units,11,2,2,5,2
Plastics,Company,,Astral,Finolex Industries,Prince Plastics,
,Details,"Plastic player : Astral, Finolex Industries and Price plastic revenues are around 1K only. PVC, CPVC, UPVC, HDPE. Input : Crude oil. Competitor : cement, iron etc Included diversified player like Supreme Industries and Jain Irrigation systems only.","Astral pipes, Astral Poly technik",Finolex Industries deals with pipes. Finolex pipes.,Small player right now.,
,Units,0,0,0,0,0
Power - Generation & Distribution,Company,,NTPC ,NHPC ,NLC India,Tata Power
,Details,Set -1,NTPC - CPSE Maharatna,NHPC (National Hydro power corporation ) - CPSE,NLC India (Neyveli Lignite corp) - CPSE Navaratna,Tata Power - Integrated power player. In different types of power generation.
,Units,18,10,3,3,2
Power - Generation & Distribution,Company,,Power Grid Corp ,Adani Transmission ,,
,Details,Set - 2,"Power Grid Corp - CPSE, India's biggest power grid and transmission company.","Adani transmission is the largest private player in power transmission sector. After the sector was opened for private player, it competes with Power Grid. Other major players are KEC international (RPG group company), Kalpatru power transmission, Sterlite power, Essel Infra etc. Not easy business but long leases are available for using. Power theft is another concern.",,
,Units,2,5,2,,
Power - Transmission & Equipment,Company,,GE Power India,GE T&D India,,
,Details,,"GE Power India (GE acquired energy assets of Alstom, French energy major, and renamed Alstom India to GE Power India)","GE T&D India (GE acquired energy assets of Alstom, French energy major, and renamed Alstom T&D in India to GE T&D)",,
,Units,,0,0,,
Group 10,,,,,,
Printing & Stationery,Details,Navneet (Can it compete with ITC's Classmate),,,,
Pumps,Company,,KSB Pumps,Kirloskar Brothers ,Shakti Pumps ,
,Details,90% market share with 3 : Oligopoly. Small company (<1K Cr),"KSB Pumps (KSB Aktiengesellschaft, German MNC, operates in all continents. World leader in pumps and valves)","Kirloskar Brothers (Domestic leader in pumps and valves, Kirloskar group company) Has international presence also. Kirloskar group is confused with too many listed companies without much differentiation. Don't invest without clear differentiation between them.",Shakti Pumps ,
,Units,2,2,0,0,
Refineries,Company,,Reliance Industries,IOC,BPCL,Hindustan Petroleum
,Details,refineries and retail outlets. ,Reliance Industries (Refineries : 60 mmtpa in Jamnagar),"IOC (Indian Oil Corporation) : refining : 81 mmt (Dibhoi, Guwahati, Bongaigoan, Barauni, Gujrat, Haldia, Mathura, Panipat, Paradip) - CPSE Maharatna","BPCL (40 mt refinery capacity : Mumbai - 13mt, Kochi - 16mt, Bina - 6mt, Numaligarh - 3mt) - CPSE Navaratna","HPCL (45mt refineries capacity - mumbai - 6 mmt, visakhapatnam - 8mmt, mangalore - 10mmt, bhatinda - 9 mmt, barmer - 9mt. 15k petrol pumps. 15% stake in MRPL.) - CPSE NAVARATNA"
,Units,32,20,5,4,3
Retail,Company,,Aditya Birla Fashion & Retail,Trent,Shoppers Stop,Future Retail 
,Details,Retail - Set 1. Retail is an interesting business with very low margins. Lifestyle.,"Aditya Birla Fashion & Retail (Sale finished product, raw material may be from Grasim.) ","Trent (JV of Tata and Tesco: operates star bazzar, star daily etc)",Shoppers Stop,"Future Retail (for big bazaar, kirana, easyday etc). Future group is very confused and has too many listed companies for the same purpose without much differentiaion : Future Retail (for big bazaar, easy day, kb fair price etc), Future lifestyle fashion for central and brand factory. future supply chain for logistics. Future enterprises is for non-retail business like future generali etc. Praxis Home solution as a spin-off from hometown and fabfurnish. Future Consumer is for branding of FMCG products. Too many tie-ups with many companies like celio and sketchers but head company is unkown. Future group is not listed as an umbrella group. Why did Niligiri retail and aadhaar retail go to Future consumer etc? Can such a group have so many listed companies without differntiation? How many listed companies walmart has?"
,Units,8,2,2,2,2
Retail,Company,,Future Lifestyle Fashion,Avenue Supermarts,,
,Details,Retail - Set 2,"Future Lifestyle Fashion (for central, brand factory etc). Future group is very shorted and has 3 listed companies : Future Retail (big bazaar, easy day, kb fair price shop etc), Future lifestyle fashion ( for central and brand factory). Future enterprises is for non-retail business like future generali etc",Avenue Supermarts (D-mart),,
,Units,4,2,2,,
Rubber,Company,,Apar Industries,COSCO INDIA,,
,Details,,Apar Industries (How is it related to rubber ?),COSCO INDIA (very small player in rubber : Requires more analysis) : Volleyball (Sponsor of equipment for all Indian major tournament),,
,Units,0,0,0,,
Shipping,Company,,Great Eastern Shipping,Shipping Corporation,Cochin Shipyard Ltd,
,Details,"Shipping, transport, logistics, courier is a same category.",Great Eastern Shipping,Shipping Corporation - CPSE Navaratna (Transporation on Vessel) : 80 ships & 5.9 Million Tons (Dead weight),Cochin Shipyard Ltd (Largest ship building company in India : Cochin Shipyard Limited is the largest shipbuilding and maintenance facility in India) : TBB,
,Units,3,0,3,0,
Steel - CR & HR Strips,,,,,,
Steel - GP & GC Sheets,,,,,,
Steel - Large,Company,,Tata Steel,JSW Steel,SAIL,
,Details,,"Tata Steel (merged with Thyssenkrupp in Germany, Europe).",JSW Steel ( India's biggest steel maker. 15% stake is owned by JFE ... JFE is worlds 6th largest steel maker and Japanese biggest steel maker formed by merging NKK steel and Kawasaki steel),SAIL (Steel Authority of India Limited) - CPSE MAHARATNA. It is making losses for last 2 years and no dividend payout also. Sold everything on 29-12-2017,
,Units,10,5,5,0,
Steel - Medium & Small,,,,,,
Steel - Pig Iron,,,,,,
Steel - Rolling,,,,,,
Steel - Sponge Iron,,,,,,
Steel - Tubes & Pipes,,,,,,
Group 11,,,,,,
Sugar,Company,,EID Parry,Balrampur Chini Mills,Shree Renuka Sugars,Bajaj Hindustan
,Details,"(a) Factor : Annual consumption : 1 kg (60Rs) for 12 months : 720 Rs, Lifetime consumption (average) : 30 years : 21600 Rs () (b) Sugar Mills Count, cane crushing capacity, alcohal distillation capactiy","EID Parry (East India Distilleries, a Subsidiary of Murugappa group). It has branded a commodity (Parry's Sugar)",Balrampur Chini Mills (Chini.com),"Shree Renuka Sugar (Branded Commodity : Madhur pure & hygeinic Sugar) ... Net profit is in negative... Net Sales is high may be due to discounts. Largest player in India and Brazil. Production full year due to complementary seasons in India and Brazil. Acquired by Wilmar International that has JV with Adani in other things like Oil (Fortune brand). Kanakashree Agro is India's largest sugar refiner and ethanol producer based in Mumbai, Maharashtra, with refining capacity of 4000 tonnes/day and distillery capacity of 600 kilolitre/day.","Bajaj Hindustan (Bajaj group company, splited from bajaj holdings and investments that owns just bajaj auto and bajaj finance services) Sishir Bajaj group. Bajaj Hindusthan has 14 sugar mills with cane crushing capacity of 1.36 lakh tonnes per day and alcohol distillation capacity of 800 kilo litres per day."
,Units,7,3,2,2,0
Telecommunications - Equipment,Company,,Honeywell Automation ,Bharti Infratel ,,
,Details,Revisit its reveune... target price... like 5K,"Honeywell Automation (MNC, Honeywell Aerospace is a world leader in aviation. Supplies all components of aircraft. Its competitor is UTC-United Technologies corporation in aviation space. Both are US based companies. It is also into building automation, plant automation, hotel automation etc. It also has speciality paint for aircraft and textile for miliary. High Share Price : 12 K.","Bharti Infratel (Telecom tower company with 40K towers, It also has 45% stake in Indus tower - combined entity of Bharti, Vodafone and Idea. also - 1.2 Lac towers). Bharti Infratel is 10% owned by KKR - Kohlberg Kravis & Roberts group. Key metric is number of towers and tower tenancy ... tower tenancy of 2 to 3 is good. As number of players have come down to just 3 ... it will be difficult to have more than tenacy ratio of 2.",,
,Units,13,10,3,,
Telecommunications - Service,Company,,Bharti Airtel,Idea,Bharti Infratel,
,Details,,Bharti Airtel,Vodafone Idea (part owner Vodafone is one of worlds largest Telecomm company).,Bharti Infratel is covered in Telecom Equipment,
,Units,15,10,5,0,
Textiles - Composite Mills,,,,,,
Textiles - Cotton Blended,,,,,,
Textiles - Denim,Company,,Arvind Limited ,,,
,Details,,"Arvind Limited (company of Lal Bhai group. Own Brands: Flying Machine, Newport, Quads, Ruf & Tuf, Excalibur) Licensed Brands : Arrow, Gap Inc., Lee, Wrangler, Twills, Gant U.S.A., Tommy Hilfiger, EdHardy, Izod, Cherokee, Mossimo, U.S. Polo Assn., Billabong, Nautica, Aeropostale.",,,
,Units,3,3,,,
Textiles - General,,,,,,
Textiles - Hosiery & Knitwear,,,,,,
Textiles - Machinery,,,,,,
Textiles - Manmade,,,,,,
Textiles - Processing,,,,,,
Textiles - Readymade Apparels,Company,,Page Industries ,,,
,Details,,"Page Industries (Jockey, Speedo) : High Share Price : 15K",,,
,Units,15,15,,,
Textiles - Spinning - Cotton Blended,,,,,,
Textiles - Spinning - Synthetic Blended,,,,,,
Textiles - Synthetic & Silk,,,,,,
Textiles - Terry Towels,,,,,,
Textiles - Weaving,,,,,,
Textiles - Woollen & Worsted,Company,,Raymond ,,,
,Details,,"Raymond (Brands : Raymond, ColorPlus, Park Avenue, Parx, KamaSutra)",,,
,Units,0,0,,,
Trading,Company,,Adani Enterprises ,,,
,Details,Ruchi soya went into trouble after trading on some commodity. What is Adani Enterprises into?,Adani Enterprises (Check AR and segmented results),,,
,Units,2,2,,,
Transport & Logistics,Company,,Interglobe Aviation,Container Corporation,VRL Logistics,Allcargo Logistics
,Details,"Shipping, Courier, Transport & Logistics is a same business.",Interglobe Aviation (Operator of Indigo),Container Corporation - CPSE NAVARATNA (Railway Cargo on Indian Railways) : 68 ICD (Inland Container Depot) / CFS (Container freight station),VRL Logistics (India's largest fleet owner for transportation. Vijay Anand Road Lines from a humble beginning as a truck driver.) : Mainly cargo on road.,"Allcargo Logistics (Ship, Ton load, Vessel etc)"
,Units,12,5,3,2,2
Transport & Logistics,Company,,Aegis logistics,Mahindra Logistics,Future Supply Chain,
,Details,Set - 2,"Aegis logistics (auto gas) : Liquid transportation : Oil, Gas, Chemicals etc",Mahindra Logistics : auto transportation & 3PL (third party logistics),Future Supply Chain (FSC) : retail transportation,
,Units,6,2,2,2,
Tyres,Company,,MRF,Apollo Tyres,CEAT ,JK Tyre 
,Details,Tyre - Set 1. Oligopoly : few players. These control 90% of the market. Dependent on raw *rubber* price. Margins improves in case *rubber* prices are low.,"MRF (Tyres - Leader in India, FunSkool - toys, preschool stuff, tie-up with all tops brands like HASBRO, LEGO, Disney etc, In toys space - Piaramal Enterprises's Little is a listed competitor, Mahindra's FirstCry is another competitor) High Share price : 60K","Apollo Tyres (Go the Distance, Second biggest versatile player)",CEAT (flagship company of RPG : R P Goenka : Group company),J K Tyre (Lala Jugilal Singhania and Lala Kamalpat Singhania). The same group has other companies like J K Paper and J K Lakshmi Cement etc.
,Units,66,60,2,2,2
Tyres,Company,,Balkrishna Industries,Goodyear ,TVS Srichakra,Unlisted players
,Details,Tyre - Set 2,Balkrishna Industries focuses on off the road (BKT Tyres : leader in off-the-road tyres),Goodyear (USA),Cycle and two-wheeler tyres,"Unlisted players: Bridgestone, Pirelli etc"
,Units,2,2,0,0,0
Vanaspati & Oils,,,,,,
Group 12,,,,,,
,,,,,,
Miscellaneous,,,,,,
MIsc : Credit Rating Agencies,Company,,ICRA,CRISIL,CARE Ratings,IndiaRatings
,Details,No Asset. Only ratings. Only brand name matters. Limited competition.,ICRA (Moody's Rating Agencies) : Share Price : 4K,"CRISIL (Standard & Poor's : Credit Analysis, Research & Rating company) : Biggest but overvalued.","CARE (Indian : Credit Analysis, Research & Rating company) Ratings",IndiaRatings (Not yet listed)
,Units,10,5,3,2,0
Misc: Hospitality,Company,,Thomas Cook,Cox & Kings,Jubilant Food ,Wonderla Holidays Limited
,Details,"Covers travels, food & amusement park. Long history. same travel agents. E-commerce sector is heating up. Will they be able to compete?","Thomas Cook : Travels (Owned by Prem Watsa's Fairfax holding, Thomas Cook owns 66% of Quess Corp - Business Service Provider and Sterling Holiday Resorts - Time Share Holiday). SOTC Travel Services (formerly Kuoni) is also a subsidiary of Thomas Cook (Fairfax). Avon facility management is also owned by Quess Corp. Monster.com in India is also owned by Thomas Cook/Quess corp. ",Cox & Kings : Travels,"Jubilant Food (The Company & its subsidiary operates Domino's Pizza brand with the exclusive rights for India, Nepal, Bangladesh and Sri Lanka. Bought rights for Dunkin Donuts also.) Should be in Hospitality / Food.","Wonderla Holidays Limited (India's biggest amusement park. 6th in Asia. Presence in Bangalore, Kochi and Hyderabad. Planning pan-india presence)"
,Units,8,2,2,2,2
Misc: Fitness,Company,,Talwalkars Better Value Fitness,,,
,Details,Good domestic brand for fitness. Tough competition from international franchise.,"Talwalkars Better Value Fitness (leader in fitness in India. Owner of Talwalkars, Hi-Fi and several other such chains etc. Acquired 50% in force fitness : master franchisee of Snap fitness in India. South Asea master franchise of Snap fitness in 6 countries like Sri lanka, Bangladesh etc). Tough competition from Cult.Fit, mind.fit and eat.fit etc.",,,
,Units,2,2,,,
Misc: Woodwork,Company,,Century Plyboard,Greenlam,Greenply,
,Details,,Century Ply. ,Greenlam (Demerged from Greenply industries in 2014),"Greenlam was demerged in 2014. So, don't just look at last 5 year revenue. In 2014 de-merger and revenue must have splited.",
,Units,7,3,2,2,
Misc: Trading,Company,,BSE,MCX,Central Depository,ICICI Securities
,Details,,BSE (Bombay Stock Exchange). Competitor NSE and SX40.,Multi Commodity Exchange. It is a near monopoly but revenue seems to be coming down. Why ?,Central Depository Services Limited. CDSL (Depository participant ... duopoly of BSE - CDSL and NSE - NSDL),ICICI Securities (ICICI Direct) :  Broker. 
,Units,8,2,2,2,2
Misc: Asset Management,Company,,HDFC AMC,,,
